"","V1","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","employment_type","owns_property","assets_value","other_loans","education","city","marital_status","support_indicator","credit_risk"
"4721",4720,50,34135,3,"dobra","1",2,11,"brak","nie",11303,0,"wyższe","średnie","S",0.0085808360449941,0
"4722",4721,45,36139,3,"brak","0",1,0,"stała","nie",69784,0,"podstawowe","duże","S",0.106182303005117,0
"4723",4722,40,27525,2,"dobra","0",0,17,"samozatrudnienie","nie",53769,1,"wyższe","średnie","S",0.281162950301434,0
"4724",4723,36,8951,0,"brak","0",1,20,"określona","nie",20739,1,"wyższe","średnie","M",0.68814770751396,0
"4725",4724,39,18571,3,"brak","1",1,11,"samozatrudnienie","nie",14474,1,"podstawowe","średnie","M",0.26241755504161,0
"4726",4725,18,40000,1,"dobra","0",2,9,"określona","nie",33669,1,"średnie","średnie","M",0.870273563755501,0
"4727",4726,42,26558,0,"dobra","0",2,11,"stała","nie",28037,0,"podstawowe","duże","M",0.156683350482028,0
"4728",4727,35,26473,0,"brak","0",2,14,"brak","nie",76323,0,"średnie","średnie","M",0.0044344193870067,0
"4729",4728,55,26363,0,"brak","0",2,16,"samozatrudnienie","tak",18857,0,"średnie","małe","S",0.945885828453679,0
"4730",4729,40,27110,0,"brak","1",3,14,"stała","tak",225348,0,"średnie","średnie","M",0.296269509768289,0
"4731",4730,28,6690,2,"brak","0",3,17,"stała","nie",11844,0,"średnie","małe","M",0.498543523507975,0
"4732",4731,39,0,0,"dobra","0",3,13,"określona","nie",103731,1,"średnie","małe","S",0.555431532895803,0
"4733",4732,29,21613,0,"dobra","0",1,20,"samozatrudnienie","nie",88131,0,"średnie","średnie","M",0.37928020745815,0
"4734",4733,44,40000,0,"dobra","0",2,13,"stała","tak",126976,0,"podstawowe","średnie","M",0.0550139715651708,0
"4735",4734,42,22557,0,"brak","0",1,9,"brak","nie",10000,1,"średnie","średnie","M",0.556859488382177,0
"4736",4735,49,9669,0,"brak","1",0,1,"samozatrudnienie","nie",36259,0,"wyższe","duże","M",0.997058480639635,0
"4737",4736,32,27310,0,"brak","0",1,9,"brak","nie",31837,0,"średnie","małe","S",0.709900961946891,0
"4738",4737,40,14736,0,"brak","0",2,10,"stała","nie",0,1,"wyższe","średnie","M",0.419078219551773,0
"4739",4738,26,0,1,"dobra","1",2,13,"stała","nie",86638,0,"wyższe","średnie","S",0.785843814574052,0
"4740",4739,47,14514,0,"dobra","1",2,8,"brak","nie",50110,1,"wyższe","średnie","M",0.870191477533027,0
"4741",4740,45,28890,1,"brak","0",0,9,"samozatrudnienie","nie",42020,1,"podstawowe","duże","S",0.549370156821408,0
"4742",4741,44,40000,0,"brak","1",2,0,"stała","tak",80602,1,"średnie","małe","S",0.710072945506954,0
"4743",4742,40,28042,0,"brak","0",3,16,"określona","tak",0,1,"wyższe","małe","M",0.771559571926589,0
"4744",4743,44,30212,0,"brak","0",1,16,"stała","nie",30261,1,"średnie","średnie","D",0.251703208603478,0
"4745",4744,56,27903,0,"dobra","0",1,14,"stała","tak",0,1,"średnie","małe","D",0.456538549244651,0
"4746",4745,37,0,0,"brak","1",4,12,"samozatrudnienie","nie",0,1,"podstawowe","małe","M",0.906523047181972,0
"4747",4746,41,31209,0,"brak","0",1,11,"określona","nie",192385,0,"średnie","małe","S",0.704041741947942,0
"4748",4747,29,6572,0,"dobra","0",2,10,"samozatrudnienie","tak",56577,0,"podstawowe","małe","S",0.442146340725404,0
"4749",4748,31,23284,2,"dobra","0",1,17,"określona","nie",0,0,"podstawowe","duże","S",0.257150828992575,0
"4750",4749,40,13062,0,"brak","2",2,7,"samozatrudnienie","tak",321893,0,"średnie","małe","S",0.12628079779264,0
"4751",4750,51,39397,3,"brak","1",1,1,"stała","tak",17652,0,"podstawowe","średnie","M",0.973992064404555,0
"4752",4751,37,0,2,"dobra","0",2,11,"określona","tak",26202,1,"wyższe","duże","S",0.995695699957002,0
"4753",4752,37,0,2,"dobra","1",1,15,"określona","nie",82679,0,"podstawowe","średnie","M",0.531190808264167,0
"4754",4753,35,0,0,"dobra","2",2,10,"stała","nie",0,1,"średnie","małe","D",0.0022370201638514,0
"4755",4754,34,36622,2,"brak","0",1,16,"określona","tak",58796,0,"podstawowe","średnie","M",0.19326037023523,0
"4756",4755,42,30141,0,"brak","0",2,18,"samozatrudnienie","tak",41724,1,"średnie","małe","S",0.275535522155225,0
"4757",4756,25,29099,0,"dobra","1",0,11,"stała","tak",15361,1,"wyższe","średnie","S",0.459399198155242,0
"4758",4757,52,14668,0,"dobra","1",1,20,"stała","nie",91221,0,"średnie","małe","M",0.722277725648147,0
"4759",4758,33,14960,3,"brak","0",2,0,"brak","tak",27685,0,"średnie","duże","S",0.300412327592058,0
"4760",4759,47,24631,0,"brak","1",2,5,"stała","nie",0,0,"średnie","średnie","S",0.326343721732335,0
"4761",4760,27,15564,3,"brak","0",1,15,"samozatrudnienie","tak",51102,1,"średnie","duże","S",0.181399441191794,0
"4762",4761,46,27376,0,"brak","0",2,13,"określona","nie",57900,0,"średnie","małe","M",0.555898856958908,0
"4763",4762,46,7476,3,"dobra","2",0,7,"samozatrudnienie","tak",83455,0,"podstawowe","średnie","S",0.355563682048125,0
"4764",4763,43,17261,3,"brak","0",3,9,"stała","nie",42352,0,"podstawowe","duże","S",0.119434102817423,0
"4765",4764,30,0,3,"dobra","0",1,21,"samozatrudnienie","tak",28528,1,"średnie","małe","S",0.464353513008049,0
"4766",4765,42,27439,0,"brak","1",2,16,"stała","tak",62870,0,"średnie","małe","M",0.663569547173541,0
"4767",4766,28,23942,3,"dobra","1",3,0,"stała","nie",170043,0,"podstawowe","średnie","S",0.477336848664903,0
"4768",4767,37,40000,4,"brak","0",2,8,"stała","nie",36224,1,"podstawowe","średnie","S",0.725298014440739,0
"4769",4768,50,6850,0,"brak","0",1,9,"określona","nie",26343,0,"wyższe","małe","M",0.537515602486689,0
"4770",4769,47,14652,0,"brak","1",3,14,"samozatrudnienie","tak",0,0,"podstawowe","średnie","S",0.464074115561236,0
"4771",4770,40,18023,2,"dobra","0",1,12,"stała","nie",28335,1,"wyższe","duże","M",0.174782638244303,0
"4772",4771,30,33832,0,"dobra","0",3,15,"samozatrudnienie","nie",62766,0,"średnie","średnie","S",0.399205447859029,0
"4773",4772,46,0,2,"brak","0",0,11,"określona","nie",50169,0,"wyższe","duże","M",0.153314570530303,0
"4774",4773,40,14285,0,"brak","0",0,11,"samozatrudnienie","tak",0,0,"średnie","małe","S",0.0895042550471642,0
"4775",4774,18,36278,1,"brak","0",0,13,"samozatrudnienie","nie",108737,0,"podstawowe","średnie","M",0.0373587331934188,0
"4776",4775,47,0,0,"dobra","0",1,7,"stała","tak",25590,1,"wyższe","duże","M",0.141592471536265,0
"4777",4776,39,40000,0,"dobra","0",4,12,"samozatrudnienie","tak",21167,1,"średnie","małe","M",0.0176646760374158,0
"4778",4777,52,13143,0,"brak","0",3,18,"samozatrudnienie","tak",132473,0,"średnie","średnie","M",0.839321695399265,0
"4779",4778,29,0,2,"dobra","0",3,0,"stała","tak",0,0,"średnie","małe","D",0.435075294956267,0
"4780",4779,18,17238,0,"dobra","1",1,12,"stała","nie",20770,0,"średnie","małe","M",0.175320269102305,0
"4781",4780,42,37347,2,"brak","3",2,0,"określona","nie",48142,0,"podstawowe","małe","S",0.111479182198828,1
"4782",4781,42,0,2,"dobra","2",1,13,"stała","tak",54775,1,"podstawowe","średnie","M",0.869060309184065,0
"4783",4782,23,21563,0,"brak","1",3,10,"stała","nie",221588,0,"średnie","średnie","S",0.0549887857747245,0
"4784",4783,30,28379,0,"brak","0",3,14,"samozatrudnienie","tak",42820,0,"podstawowe","średnie","S",0.693396579356819,0
"4785",4784,67,28929,0,"dobra","1",0,6,"stała","tak",37294,1,"średnie","małe","M",0.83948111835327,0
"4786",4785,36,34319,0,"dobra","2",1,7,"stała","tak",158607,1,"średnie","małe","M",0.96700218845021,0
"4787",4786,47,24478,0,"dobra","0",2,15,"stała","tak",17389,1,"średnie","średnie","M",0.227397423082597,0
"4788",4787,33,17869,1,"brak","1",1,16,"określona","tak",24092,0,"podstawowe","średnie","M",0.558191026449075,0
"4789",4788,19,18493,4,"brak","0",0,4,"stała","nie",0,0,"średnie","średnie","M",0.247461187585864,0
"4790",4789,38,22311,0,"dobra","0",1,7,"samozatrudnienie","tak",28288,0,"średnie","średnie","S",0.567331951592737,0
"4791",4790,37,24954,1,"brak","0",1,5,"określona","tak",50511,0,"wyższe","średnie","M",0.28382311024697,0
"4792",4791,36,20463,4,"brak","0",1,14,"określona","tak",122603,0,"średnie","duże","S",0.841445287152892,0
"4793",4792,38,0,3,"dobra","0",2,12,"stała","tak",55720,1,"średnie","średnie","S",0.80205744380849,0
"4794",4793,42,10315,3,"brak","0",0,13,"stała","tak",254038,0,"podstawowe","średnie","S",0.716998547307466,0
"4795",4794,38,30750,2,"dobra","0",0,10,"stała","nie",61550,1,"średnie","małe","M",0.56450472723165,0
"4796",4795,27,24114,0,"dobra","0",0,0,"stała","nie",25085,1,"wyższe","średnie","M",0.75896909221853,0
"4797",4796,44,0,3,"dobra","0",1,6,"określona","tak",120427,0,"średnie","średnie","D",0.904434377853047,0
"4798",4797,20,0,3,"brak","0",2,9,"stała","nie",22885,0,"średnie","duże","S",0.07175621965769,0
"4799",4798,19,9235,0,"dobra","1",0,3,"stała","tak",0,1,"podstawowe","małe","M",0.0620692644485523,0
"4800",4799,47,18412,0,"dobra","0",0,0,"stała","tak",38539,0,"podstawowe","średnie","M",0.126466445962872,0
"4801",4800,45,19931,0,"dobra","0",1,14,"samozatrudnienie","tak",216068,0,"wyższe","średnie","M",0.584615437099792,0
"4802",4801,39,31934,0,"brak","1",0,5,"samozatrudnienie","tak",54607,0,"podstawowe","średnie","M",0.218550405959548,0
"4803",4802,26,7823,0,"dobra","0",3,12,"samozatrudnienie","nie",26770,0,"średnie","średnie","S",0.817455609425346,0
"4804",4803,32,22484,1,"dobra","1",3,16,"stała","nie",115264,1,"wyższe","średnie","M",0.134637814225959,0
"4805",4804,37,0,1,"brak","0",1,7,"stała","nie",283174,0,"średnie","małe","M",0.086881029373704,0
"4806",4805,24,15823,0,"dobra","1",1,9,"samozatrudnienie","nie",134831,0,"podstawowe","średnie","D",0.433426426638791,0
"4807",4806,32,22863,0,"dobra","1",3,13,"określona","tak",31160,1,"średnie","małe","M",0.702556183309604,0
"4808",4807,46,16098,2,"brak","0",2,8,"określona","nie",98276,1,"średnie","małe","M",0.714251076808181,0
"4809",4808,54,0,0,"brak","3",2,11,"określona","tak",10000,0,"średnie","duże","D",0.117804208738427,1
"4810",4809,35,17957,0,"dobra","1",0,14,"brak","tak",169072,0,"podstawowe","duże","M",0.087988366273536,0
"4811",4810,47,0,1,"dobra","0",0,1,"stała","tak",74745,0,"średnie","średnie","M",0.0010672992204293,0
"4812",4811,20,31002,0,"brak","1",1,18,"stała","nie",15509,1,"średnie","średnie","M",0.106918926001315,0
"4813",4812,46,15252,0,"brak","0",1,11,"określona","tak",68009,0,"podstawowe","średnie","M",0.92346354869421,0
"4814",4813,31,14024,0,"brak","0",1,11,"samozatrudnienie","nie",0,0,"średnie","małe","M",0.325165529208535,0
"4815",4814,43,40000,2,"brak","0",2,10,"określona","nie",228883,0,"średnie","średnie","S",0.153886330952867,0
"4816",4815,37,35609,1,"brak","0",0,18,"stała","tak",83943,0,"wyższe","średnie","S",0.812444462083106,0
"4817",4816,53,8684,0,"dobra","0",4,3,"określona","tak",103632,1,"wyższe","duże","S",0.717403189363663,0
"4818",4817,31,0,0,"dobra","1",1,12,"określona","tak",121884,0,"średnie","małe","S",0.967181774114073,0
"4819",4818,46,24865,1,"brak","1",1,16,"stała","nie",80841,1,"średnie","duże","M",0.0436604989174627,0
"4820",4819,37,0,3,"brak","0",3,16,"określona","nie",0,1,"podstawowe","duże","D",0.140639634574512,0
"4821",4820,38,10454,1,"brak","0",1,14,"stała","nie",63604,0,"średnie","małe","M",0.714660168150675,0
"4822",4821,38,39311,2,"brak","0",1,8,"samozatrudnienie","tak",168713,1,"średnie","małe","S",0.328353301399445,0
"4823",4822,31,33276,1,"brak","0",1,13,"określona","tak",10000,1,"średnie","małe","D",0.586986943520696,0
"4824",4823,39,28027,2,"dobra","0",1,14,"określona","tak",62217,1,"średnie","średnie","S",0.62221609127912,0
"4825",4824,39,40000,3,"dobra","0",1,11,"samozatrudnienie","tak",279899,0,"podstawowe","małe","M",0.150470880737294,0
"4826",4825,42,27615,2,"brak","1",2,7,"określona","tak",56792,0,"podstawowe","małe","S",0.401445006125897,0
"4827",4826,40,0,3,"brak","0",1,9,"stała","nie",25954,0,"średnie","małe","S",0.0540637128513541,0
"4828",4827,47,40000,0,"dobra","0",3,10,"stała","nie",0,0,"średnie","małe","S",0.318000098490797,0
"4829",4828,49,38200,3,"brak","0",2,6,"określona","nie",156678,0,"podstawowe","małe","M",0.880106650331302,0
"4830",4829,29,14461,1,"dobra","0",1,13,"samozatrudnienie","tak",107776,0,"podstawowe","małe","M",0.149462258862177,0
"4831",4830,48,30230,3,"dobra","0",0,11,"stała","nie",0,0,"wyższe","małe","M",0.380977931239574,0
"4832",4831,28,15801,0,"dobra","0",2,18,"samozatrudnienie","tak",275612,0,"wyższe","średnie","M",0.877762023066242,0
"4833",4832,45,28341,1,"dobra","0",1,5,"określona","nie",0,1,"średnie","małe","S",0.719242504725649,0
"4834",4833,46,0,2,"brak","0",1,10,"stała","nie",83641,0,"podstawowe","małe","S",0.37205756634236,0
"4835",4834,20,11028,0,"brak","2",1,16,"stała","tak",16661,0,"wyższe","małe","S",0.629943556849094,0
"4836",4835,40,20724,1,"dobra","0",1,7,"określona","nie",56030,1,"wyższe","małe","S",0.888906641580862,0
"4837",4836,35,0,2,"brak","2",5,3,"stała","nie",0,1,"podstawowe","duże","S",0.905913518031298,1
"4838",4837,32,17709,0,"dobra","1",1,12,"stała","tak",0,1,"średnie","małe","M",0.305296077719823,0
"4839",4838,53,0,0,"brak","0",1,1,"stała","tak",79199,0,"średnie","małe","M",0.323319480700455,0
"4840",4839,33,32956,1,"dobra","2",1,13,"samozatrudnienie","tak",24768,1,"podstawowe","małe","M",0.667148624615056,0
"4841",4840,31,21692,1,"dobra","1",2,0,"stała","tak",86234,1,"podstawowe","średnie","S",0.323006242499315,0
"4842",4841,40,0,0,"dobra","0",2,11,"stała","nie",29940,0,"podstawowe","małe","M",0.357991190009611,0
"4843",4842,46,0,0,"brak","0",1,16,"stała","nie",157836,0,"średnie","małe","D",0.281817158054136,0
"4844",4843,38,27906,0,"dobra","1",1,9,"stała","tak",71991,0,"podstawowe","duże","S",0.0765364128144838,0
"4845",4844,51,24353,0,"dobra","0",0,11,"stała","nie",0,1,"średnie","małe","M",0.442708601291907,0
"4846",4845,45,13642,0,"dobra","0",2,8,"określona","nie",50797,0,"średnie","średnie","S",0.601480958783099,0
"4847",4846,18,30807,2,"dobra","0",3,17,"określona","nie",88123,1,"średnie","małe","S",0.872414038845465,0
"4848",4847,34,25979,1,"brak","0",1,7,"samozatrudnienie","nie",0,0,"średnie","średnie","M",0.829728118069479,0
"4849",4848,34,40000,2,"brak","1",7,18,"samozatrudnienie","nie",63896,1,"podstawowe","średnie","D",0.386137848726773,1
"4850",4849,44,22548,0,"brak","1",3,12,"określona","nie",0,1,"średnie","średnie","D",0.980253789753099,0
"4851",4850,18,8882,0,"dobra","0",2,12,"stała","nie",23279,0,"podstawowe","duże","M",0.0103020081465966,0
"4852",4851,65,9413,0,"dobra","0",1,15,"określona","tak",0,0,"średnie","małe","M",0.738787436389988,0
"4853",4852,45,31819,2,"dobra","0",4,6,"określona","nie",28042,1,"podstawowe","małe","D",0.635857489635241,0
"4854",4853,41,0,2,"brak","0",0,12,"stała","nie",0,1,"wyższe","małe","M",0.493886401198065,0
"4855",4854,51,27402,3,"dobra","1",2,5,"określona","nie",224622,0,"średnie","małe","D",0.281394781958498,0
"4856",4855,63,0,0,"dobra","0",2,19,"stała","nie",34469,0,"średnie","małe","M",0.357960625625192,0
"4857",4856,48,20263,2,"dobra","1",2,11,"stała","nie",0,1,"podstawowe","małe","M",0.0363133261345519,0
"4858",4857,49,20990,1,"dobra","0",0,13,"brak","nie",103456,0,"podstawowe","małe","S",0.841258158678783,0
"4859",4858,41,14289,2,"dobra","0",3,21,"określona","nie",0,1,"średnie","małe","M",0.842515302846339,0
"4860",4859,38,0,1,"brak","0",1,16,"stała","nie",35640,0,"średnie","małe","M",0.232533585027545,0
"4861",4860,35,16444,1,"brak","0",5,10,"określona","tak",20565,1,"średnie","średnie","M",0.888349380748609,1
"4862",4861,31,18285,0,"dobra","0",3,23,"stała","tak",23185,1,"podstawowe","średnie","M",0.994136801967808,0
"4863",4862,33,18735,1,"dobra","0",1,5,"stała","nie",147166,0,"wyższe","średnie","M",0.602176765956303,0
"4864",4863,26,19666,0,"brak","2",3,8,"samozatrudnienie","nie",45029,1,"wyższe","średnie","M",0.66096669285447,0
"4865",4864,39,34929,0,"brak","0",1,11,"stała","tak",49687,0,"średnie","duże","S",0.0445343001435388,0
"4866",4865,23,20642,0,"brak","0",1,7,"samozatrudnienie","nie",18172,1,"podstawowe","średnie","M",0.663498578597367,0
"4867",4866,41,0,4,"dobra","1",0,11,"samozatrudnienie","tak",35431,0,"średnie","średnie","M",0.160608382364843,0
"4868",4867,39,40000,0,"dobra","0",0,6,"określona","tak",0,0,"średnie","średnie","M",0.648642500585724,0
"4869",4868,41,33774,3,"dobra","0",2,10,"stała","nie",58567,1,"średnie","średnie","S",0.643333057802716,0
"4870",4869,34,0,4,"brak","1",1,6,"stała","nie",78266,0,"średnie","małe","S",0.194417859338675,0
"4871",4870,70,25936,3,"brak","0",1,5,"stała","nie",0,0,"średnie","małe","M",0.250302012887748,0
"4872",4871,53,0,3,"brak","0",0,15,"określona","tak",0,0,"średnie","małe","M",0.190176982364275,0
"4873",4872,27,23032,3,"dobra","1",1,13,"stała","tak",210026,0,"średnie","małe","M",0.0020141716047736,0
"4874",4873,42,36036,0,"brak","2",1,6,"stała","tak",27049,0,"podstawowe","małe","S",0.794107304021922,0
"4875",4874,33,29943,0,"brak","0",1,9,"określona","tak",28273,1,"wyższe","duże","M",0.538617708188263,0
"4876",4875,29,18399,1,"brak","0",1,18,"stała","tak",105743,1,"średnie","duże","M",0.537345418399536,0
"4877",4876,26,34472,0,"dobra","0",2,11,"stała","tak",11299,1,"średnie","średnie","M",0.0783401172599853,0
"4878",4877,44,0,0,"brak","1",1,6,"samozatrudnienie","tak",33989,0,"wyższe","średnie","S",0.55399173275223,0
"4879",4878,33,20888,1,"dobra","0",1,9,"samozatrudnienie","nie",115999,0,"podstawowe","małe","S",0.477191721017532,0
"4880",4879,49,17359,1,"brak","0",0,10,"brak","nie",329622,0,"podstawowe","małe","D",0.703540323849952,0
"4881",4880,49,23932,3,"brak","0",3,5,"stała","nie",19676,1,"średnie","małe","S",0.51825823649454,0
"4882",4881,53,36251,1,"dobra","0",0,11,"stała","tak",50026,0,"podstawowe","małe","M",0.836086575720811,0
"4883",4882,31,34353,1,"dobra","1",2,12,"stała","nie",46424,1,"średnie","średnie","D",0.390237120194993,0
"4884",4883,44,26283,0,"dobra","0",3,14,"określona","tak",37318,0,"średnie","małe","M",0.78642901600583,0
"4885",4884,46,29727,0,"dobra","1",1,10,"samozatrudnienie","nie",67970,0,"podstawowe","małe","S",0.199264592365344,0
"4886",4885,35,0,4,"brak","0",3,6,"określona","nie",35077,1,"średnie","duże","S",0.106614890639946,0
"4887",4886,32,20435,0,"dobra","0",1,12,"określona","nie",41623,0,"średnie","małe","M",0.267152007632149,0
"4888",4887,56,12610,0,"brak","0",1,12,"samozatrudnienie","nie",114253,1,"średnie","średnie","S",0.465886756940015,0
"4889",4888,42,40000,1,"brak","1",1,6,"stała","tak",28633,1,"podstawowe","małe","M",0.976517209387532,0
"4890",4889,46,16900,0,"dobra","0",3,13,"samozatrudnienie","nie",78024,0,"podstawowe","średnie","M",0.634327256082428,0
"4891",4890,31,15596,0,"dobra","0",1,18,"samozatrudnienie","nie",0,1,"średnie","średnie","S",0.0078658997980429,0
"4892",4891,27,0,0,"dobra","0",2,17,"określona","nie",0,0,"podstawowe","duże","S",0.735802426874196,0
"4893",4892,34,29308,0,"brak","0",0,2,"określona","nie",0,0,"średnie","małe","S",0.0037325985399183,0
"4894",4893,38,9791,0,"brak","0",2,15,"określona","nie",128461,1,"wyższe","małe","M",0.43632681217958,0
"4895",4894,29,15136,3,"brak","0",1,10,"samozatrudnienie","tak",0,0,"średnie","małe","M",0.199968768544477,0
"4896",4895,39,29558,1,"dobra","0",1,7,"stała","tak",0,0,"wyższe","małe","M",0.403118367856185,0
"4897",4896,23,31601,0,"dobra","1",0,0,"samozatrudnienie","nie",296896,0,"średnie","średnie","D",0.263263856504337,0
"4898",4897,28,15901,0,"brak","1",2,13,"stała","tak",43936,0,"średnie","średnie","M",0.613670835988602,0
"4899",4898,46,20597,0,"dobra","0",0,13,"stała","tak",48239,1,"wyższe","średnie","S",0.0470346023524576,0
"4900",4899,46,14238,3,"dobra","0",1,7,"stała","nie",43464,0,"wyższe","średnie","S",0.140357322235306,0
"4901",4900,36,16744,0,"dobra","1",0,5,"stała","nie",0,1,"wyższe","średnie","M",0.106768047132659,0
"4902",4901,29,25162,4,"dobra","0",0,8,"stała","tak",24099,0,"podstawowe","duże","S",0.894088975821946,0
"4903",4902,29,17140,0,"brak","0",0,13,"określona","nie",46697,0,"wyższe","średnie","M",0.371686687152897,0
"4904",4903,36,0,2,"dobra","0",4,16,"określona","tak",68781,1,"średnie","duże","M",0.636077484186108,0
"4905",4904,46,10589,0,"brak","2",0,5,"określona","tak",14282,1,"średnie","średnie","D",0.85691718567686,0
"4906",4905,49,38811,0,"dobra","0",1,7,"stała","tak",138500,0,"średnie","duże","M",0.989147984834897,0
"4907",4906,35,28425,0,"brak","0",1,6,"samozatrudnienie","tak",14879,0,"średnie","średnie","M",0.690985828896985,0
"4908",4907,28,32743,1,"dobra","0",0,9,"stała","tak",56603,0,"podstawowe","małe","S",0.287747695592467,0
"4909",4908,42,40000,0,"dobra","0",1,7,"samozatrudnienie","nie",53336,0,"wyższe","średnie","D",0.981040448218526,0
"4910",4909,31,14579,0,"dobra","1",1,6,"samozatrudnienie","tak",144768,1,"wyższe","duże","D",0.616476537652789,0
"4911",4910,34,18412,2,"dobra","1",2,17,"stała","tak",84692,0,"wyższe","średnie","M",0.991829730224569,0
"4912",4911,53,8540,0,"dobra","1",3,1,"stała","nie",39997,0,"średnie","średnie","S",0.265967769660499,0
"4913",4912,48,40000,0,"brak","0",1,4,"samozatrudnienie","tak",55317,1,"podstawowe","małe","S",0.74906560198725,0
"4914",4913,41,20439,2,"dobra","0",1,9,"brak","tak",224350,1,"wyższe","małe","M",0.384960022528304,0
"4915",4914,27,37025,0,"brak","0",1,13,"stała","tak",105536,0,"wyższe","małe","M",0.632951635546577,0
"4916",4915,42,0,2,"brak","0",2,15,"określona","nie",205012,1,"wyższe","średnie","S",0.638195278539007,0
"4917",4916,50,36249,0,"brak","0",1,9,"stała","tak",0,0,"średnie","średnie","M",0.20608349172677,0
"4918",4917,36,40000,0,"dobra","0",1,12,"stała","nie",149435,0,"średnie","małe","S",0.916395449690993,0
"4919",4918,53,21372,0,"dobra","0",6,0,"stała","tak",253854,0,"podstawowe","małe","S",0.82536913043342,1
"4920",4919,52,13287,3,"dobra","0",2,5,"stała","tak",213355,0,"podstawowe","małe","M",0.119822455592057,0
"4921",4920,56,20549,3,"dobra","0",3,6,"brak","tak",56917,1,"średnie","duże","M",0.842155563787438,0
"4922",4921,43,7234,4,"dobra","2",1,14,"stała","nie",45091,0,"średnie","małe","M",0.508496560734383,0
"4923",4922,45,21613,0,"dobra","1",2,12,"stała","tak",16803,0,"podstawowe","średnie","M",0.740425446566075,0
"4924",4923,54,33205,2,"brak","0",2,9,"stała","nie",0,1,"średnie","średnie","M",0.213426699912011,0
"4925",4924,44,21636,0,"dobra","0",1,10,"stała","nie",20462,1,"średnie","średnie","S",0.996519692014262,0
"4926",4925,34,19109,0,"dobra","2",1,8,"stała","nie",19382,0,"podstawowe","małe","S",0.45383396217205,0
"4927",4926,35,28675,2,"dobra","0",2,10,"określona","tak",0,0,"średnie","małe","M",0.757678438764369,0
"4928",4927,42,29792,0,"dobra","1",0,10,"stała","nie",54077,0,"średnie","duże","M",0.85365117103459,0
"4929",4928,27,9605,0,"dobra","1",1,7,"stała","tak",15295,0,"wyższe","małe","D",0.218552031273586,0
"4930",4929,38,0,0,"dobra","0",3,6,"stała","nie",113751,1,"podstawowe","małe","D",0.640027276853414,0
"4931",4930,50,40000,2,"dobra","1",3,10,"stała","nie",116505,1,"wyższe","małe","D",0.53104006194192,0
"4932",4931,18,11299,0,"brak","0",2,5,"samozatrudnienie","nie",0,1,"wyższe","średnie","D",0.0159223343372811,0
"4933",4932,55,21105,0,"dobra","0",1,13,"stała","nie",130942,1,"średnie","średnie","M",0.30066489086462,0
"4934",4933,51,40000,5,"dobra","3",1,6,"określona","tak",82119,1,"wyższe","średnie","M",0.117293581690754,1
"4935",4934,35,38257,0,"brak","0",2,1,"samozatrudnienie","nie",103341,0,"podstawowe","średnie","M",0.408381935817157,0
"4936",4935,45,17039,0,"brak","0",1,8,"stała","nie",72334,1,"średnie","duże","S",0.279241376405098,0
"4937",4936,40,24417,1,"dobra","1",3,13,"samozatrudnienie","nie",146698,1,"podstawowe","małe","S",0.992069135828433,0
"4938",4937,52,22003,2,"brak","0",1,13,"stała","nie",0,0,"wyższe","duże","S",0.971260593005701,0
"4939",4938,49,15153,0,"dobra","0",3,5,"samozatrudnienie","nie",0,0,"średnie","średnie","S",0.600759172601182,0
"4940",4939,25,21223,1,"dobra","2",3,6,"stała","tak",27093,0,"średnie","małe","S",0.421459677804961,0
"4941",4940,45,19149,0,"dobra","0",2,13,"określona","tak",0,1,"średnie","średnie","D",0.882121766306925,0
"4942",4941,37,23303,1,"brak","0",1,11,"stała","tak",0,0,"średnie","średnie","S",0.593795192048737,0
"4943",4942,40,15150,0,"dobra","0",0,7,"stała","nie",85400,1,"średnie","małe","M",0.280058775076696,0
"4944",4943,32,11634,0,"dobra","0",2,4,"określona","tak",220399,0,"średnie","duże","M",0.8098269856699,0
"4945",4944,57,0,0,"brak","0",2,12,"określona","tak",91133,0,"wyższe","średnie","S",0.328201336723595,0
"4946",4945,50,40000,3,"dobra","0",2,1,"stała","tak",54569,0,"wyższe","średnie","S",0.284352961466343,0
"4947",4946,32,22950,2,"brak","1",0,0,"brak","tak",55114,1,"średnie","średnie","M",0.863577436651557,0
"4948",4947,26,18661,3,"dobra","0",1,16,"stała","tak",215892,1,"średnie","średnie","M",0.212766914724145,0
"4949",4948,36,0,1,"brak","0",0,8,"stała","tak",93482,0,"podstawowe","duże","S",0.214764357776408,0
"4950",4949,44,20350,0,"brak","0",2,9,"samozatrudnienie","nie",47607,0,"średnie","średnie","M",0.904006125805543,0
"4951",4950,42,0,0,"dobra","0",3,11,"stała","nie",99170,1,"podstawowe","małe","S",0.742894735724742,0
"4952",4951,52,21983,3,"brak","0",0,13,"brak","tak",59633,0,"wyższe","średnie","S",0.124167639142737,0
"4953",4952,47,31264,1,"brak","0",0,7,"określona","nie",107767,1,"wyższe","średnie","S",0.0240065045638812,0
"4954",4953,49,0,4,"brak","0",0,10,"samozatrudnienie","tak",39614,1,"średnie","małe","M",0.183923557870807,0
"4955",4954,43,28326,0,"dobra","0",0,10,"stała","tak",43085,0,"podstawowe","średnie","S",0.995618721625788,0
"4956",4955,26,25274,0,"brak","0",3,9,"samozatrudnienie","nie",0,0,"średnie","średnie","S",0.916862594104763,0
