Unnamed: 0,V1,age,income,children,active_loans,years_in_job,assets_value,other_loans,support_indicator,credit_risk,overdue_payments_0,overdue_payments_1,overdue_payments_2,overdue_payments_3,overdue_payments_4,credit_history_brak,credit_history_dobra,employment_type_brak,employment_type_określona,employment_type_samozatrudnienie,employment_type_stała,owns_property_nie,owns_property_tak,education_podstawowe,education_wyższe,education_średnie,city_duże,city_małe,city_średnie,marital_status_D,marital_status_M,marital_status_S
6091,6090,47,23672,2,0,14,357430.0,0,0.726402938010634,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6092,6091,40,32691,1,1,11,72887.0,1,0.754521161309296,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
6093,6092,38,15745,3,2,14,64785.0,0,0.746324720325731,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6094,6093,31,40000,3,1,2,0.0,0,0.354986351596559,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
6095,6094,40,31807,0,2,14,0.0,0,0.684045794858492,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
6096,6095,47,13986,0,4,5,60579.0,1,0.0823995141253236,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6097,6096,28,22368,1,2,3,239272.0,0,0.863148410464692,1,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
6098,6097,40,40000,1,0,9,103186.0,0,0.856582146091024,0,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
6099,6098,42,11833,0,2,12,110250.0,0,0.0045767812104313,1,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
6100,6099,32,28685,2,3,23,50867.0,1,0.64027328882243,0,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
6101,6100,34,0,0,2,0,139069.0,0,0.218917984748509,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
6102,6101,42,31365,0,1,7,0.0,0,0.796132384280618,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
6103,6102,28,40000,1,1,10,39258.0,0,0.339528963139736,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
6104,6103,43,18158,0,3,7,58005.0,0,0.472593649587365,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
6105,6104,31,38540,0,1,22,50329.0,1,0.658330703059881,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
6106,6105,50,0,4,5,12,38142.0,0,0.139526954200275,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6107,6106,63,22768,1,1,9,23982.0,0,0.3005715883888,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
6108,6107,31,32612,3,4,3,168342.0,0,0.935119635625779,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
6109,6108,45,16395,2,3,6,0.0,0,0.420000899071711,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
6110,6109,32,22239,2,1,13,54893.0,0,0.70921401913959,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
6111,6110,50,20164,1,1,7,20356.0,1,0.472093798834032,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
6112,6111,27,32809,0,1,13,127329.0,0,0.607158282620913,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
6113,6112,44,40000,1,1,12,0.0,1,0.825464255452442,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
6114,6113,31,20851,0,2,11,52754.0,0,0.306581098152701,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
6115,6114,37,40000,5,1,12,11795.0,0,0.494224175865332,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6116,6115,29,0,0,8,13,0.0,0,0.450144039600058,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
6117,6116,48,33638,0,2,9,28549.0,1,0.781680825304722,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
6118,6117,31,17017,1,2,8,23615.0,1,0.422989368549351,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
6119,6118,45,16221,1,3,9,105242.0,1,0.880708113242469,0,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
6120,6119,36,14673,0,2,2,95393.0,0,0.471352106108948,0,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
6121,6120,38,35404,0,0,16,0.0,0,0.318231101416172,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
6122,6121,41,0,2,3,2,26823.0,1,0.2609017969855,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
6123,6122,32,30897,0,4,0,45698.0,1,0.610910307237151,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
6124,6123,42,12828,0,2,18,64099.0,0,0.144893431768005,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
6125,6124,55,0,0,1,15,0.0,1,0.0958085153881915,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
6126,6125,32,0,0,2,9,129444.0,1,0.673569363603552,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
6127,6126,51,40000,0,3,17,185875.0,1,0.922066856885323,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
6128,6127,54,38977,4,1,7,335385.0,0,0.407530423229955,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
6129,6128,31,40000,0,1,15,36751.0,1,0.219575614466979,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
6130,6129,25,40000,0,0,8,0.0,1,0.522074305320066,0,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
6131,6130,43,23666,4,1,12,31627.0,0,0.131628072857202,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
6132,6131,34,12340,2,2,10,0.0,1,0.615707368487676,0,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
6133,6132,58,13013,0,0,2,39234.0,0,0.410283730335896,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
6134,6133,40,7758,0,3,6,0.0,0,0.790939066059834,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
6135,6134,31,12812,3,3,8,75714.0,1,0.0968001207373439,0,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
6136,6135,28,22797,0,0,11,45383.0,1,0.263337511882235,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
6137,6136,50,16650,1,1,10,180630.0,0,0.7926758964491,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
6138,6137,34,20129,1,3,1,0.0,0,0.86888654494826,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True
6139,6138,40,28179,0,2,5,127508.0,0,0.82972880517487,0,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
6140,6139,49,18919,1,3,16,46150.0,0,0.26156963202436,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6141,6140,35,12570,0,3,8,11817.0,0,0.199230177664917,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
6142,6141,39,0,0,0,3,54819.0,0,0.330325510123765,0,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
6143,6142,39,0,2,1,15,78206.0,0,0.889376375745093,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
6144,6143,46,19237,0,3,8,183936.0,1,0.733417028732491,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
6145,6144,45,40000,0,3,14,230828.0,0,0.451965630126147,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
6146,6145,37,19240,1,2,6,88173.0,0,0.399758662507707,0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
6147,6146,40,40000,2,2,5,13566.0,1,0.706942482557136,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
6148,6147,36,0,0,1,5,76331.0,0,0.794407823078752,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
6149,6148,25,16487,2,0,10,36547.0,1,0.422382838453647,0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
6150,6149,42,0,0,0,20,0.0,0,0.59921623951128,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6151,6150,58,21455,1,1,7,21813.0,0,0.671355069153668,0,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
6152,6151,31,39209,2,3,11,42806.0,1,0.352427951254156,0,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
6153,6152,32,17238,3,1,20,40599.0,1,0.892164406977266,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
6154,6153,31,34684,1,1,10,65673.0,1,0.370260191410468,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
6155,6154,47,40000,0,1,4,65292.0,0,0.183924799120564,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
6156,6155,44,14957,0,1,9,25294.0,0,0.25185866554922,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
6157,6156,38,15708,0,0,11,15933.0,1,0.91319560756135,0,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
6158,6157,30,31455,1,0,4,16097.0,0,0.504354775694425,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
6159,6158,40,23763,0,1,7,17424.0,1,0.327089582566331,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
6160,6159,24,15630,4,1,6,72435.0,0,0.13978146377992,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
6161,6160,41,18470,3,0,20,76062.0,0,0.0875441924565064,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
6162,6161,48,0,0,4,3,83357.0,0,0.576962349525423,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
6163,6162,27,10072,1,0,6,19397.0,0,0.533879651396604,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
6164,6163,24,0,2,1,2,31419.0,1,0.63612134652842,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
6165,6164,55,0,0,3,6,30113.0,0,0.126966622316662,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
6166,6165,33,5476,1,4,8,61798.0,1,0.715962300977951,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6167,6166,51,21765,0,3,13,0.0,1,0.134390718644925,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
6168,6167,38,15202,0,3,13,0.0,1,0.362698750925808,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
6169,6168,38,40000,1,1,7,52631.0,1,0.361968219864552,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
6170,6169,44,16436,5,2,11,500000.0,1,0.918227320893822,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
6171,6170,31,12723,0,2,0,124313.0,0,0.328508341726357,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
6172,6171,41,28394,1,0,11,38100.0,0,0.381997726801265,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
6173,6172,36,15831,0,4,7,37097.0,1,0.429090017533665,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
6174,6173,26,14917,3,5,9,91883.0,0,0.424488170391123,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
6175,6174,43,28417,3,1,15,38157.0,1,0.816254542344256,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
6176,6175,37,13092,0,0,8,32536.0,0,0.454919271946037,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
6177,6176,38,10629,3,0,13,41814.0,1,0.103900851499049,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
6178,6177,27,40000,0,1,0,70276.0,0,0.345340810357053,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
6179,6178,55,29429,0,2,10,74631.0,1,0.384708156509701,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
6180,6179,48,19300,1,2,18,12164.0,0,0.437501692397974,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
6181,6180,49,21988,0,2,8,0.0,0,0.836309664812192,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
6182,6181,36,28365,1,3,4,142330.0,0,0.878561752152014,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
6183,6182,22,35834,1,3,13,0.0,1,0.903345877496128,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
6184,6183,59,15093,0,3,13,0.0,0,0.0575852979172631,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
6185,6184,39,26451,0,1,12,0.0,0,0.583410690532357,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
6186,6185,32,17096,0,0,0,54963.0,0,0.0674081127462511,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
6187,6186,44,20040,0,1,6,0.0,0,0.84819518363166,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
6188,6187,51,23869,0,0,6,33257.0,1,0.439381126360211,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
6189,6188,39,21953,0,2,9,0.0,1,0.861665660039662,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
6190,6189,52,31817,2,3,4,181369.0,0,0.366646059003343,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
6191,6190,50,28100,3,0,13,136662.0,1,0.770487818609077,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6192,6191,29,10362,0,2,11,48687.0,0,0.0277349079183667,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6193,6192,33,11171,0,2,20,77547.0,1,0.232672862597597,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
6194,6193,49,18308,1,2,13,188836.0,0,0.0470624727438369,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
6195,6194,18,40000,4,2,5,95475.0,0,0.749255151244534,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
6196,6195,38,0,0,2,6,13681.0,1,0.252378362014426,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
6197,6196,25,19848,3,2,15,0.0,0,0.293122390743142,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
6198,6197,35,16845,1,2,0,30163.0,1,0.813779119633959,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
6199,6198,37,16696,4,3,4,0.0,0,0.682635823463495,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6200,6199,36,24079,0,0,12,71802.0,0,0.959656473323076,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
6201,6200,34,40000,4,1,13,28084.0,0,0.774164708345281,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
6202,6201,29,27666,0,2,9,0.0,0,0.645534202376683,0,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
6203,6202,62,0,4,3,8,56741.0,0,0.0619748492420529,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
6204,6203,58,40000,0,0,7,0.0,1,0.830068161349418,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
6205,6204,28,0,1,1,6,52665.0,0,0.419917335840838,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
6206,6205,55,16504,2,2,8,58266.0,0,0.780868738581529,0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
6207,6206,36,0,2,1,19,65730.0,1,0.121548179293252,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
6208,6207,41,0,1,0,0,97495.0,0,0.464910430524388,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
6209,6208,39,40000,0,2,5,0.0,1,0.849559858592028,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
6210,6209,33,14252,2,1,18,86957.0,1,0.320809957208426,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6211,6210,49,40000,3,1,14,121380.0,0,0.0867399703002895,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
6212,6211,41,24355,0,1,3,177169.0,0,0.975742465153178,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
6213,6212,35,40000,1,3,9,31088.0,0,0.456786513360419,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
6214,6213,26,40000,3,0,13,28574.0,0,0.895882752696336,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
6215,6214,31,12502,1,1,15,0.0,0,0.548109611261279,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
6216,6215,23,0,2,3,5,43472.0,0,0.1951242375664,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
6217,6216,40,10889,3,0,6,110781.0,1,0.434698414712977,0,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
6218,6217,28,13048,2,4,4,0.0,1,0.853599373214866,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
6219,6218,37,0,2,1,8,31206.0,0,0.357468598520782,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
6220,6219,53,28334,4,2,12,27332.0,0,0.658598589897821,0,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
6221,6220,51,22393,3,0,16,0.0,0,0.712227707117625,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
6222,6221,39,20260,2,1,3,0.0,0,0.444356574722334,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
6223,6222,39,0,0,2,15,26407.0,1,0.653496697999986,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
6224,6223,58,0,0,2,10,125477.0,0,0.63032528767959,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
6225,6224,45,30764,1,0,8,226727.0,1,0.696118673334629,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
6226,6225,36,38066,2,1,22,0.0,0,0.361987317467952,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
6227,6226,25,40000,0,0,18,0.0,0,0.497504340590145,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
6228,6227,43,21792,0,0,0,0.0,1,0.416881774565395,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
6229,6228,48,16974,0,2,18,88337.0,0,0.0164660556554023,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
6230,6229,33,29934,2,3,10,115152.0,0,0.471206855499049,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
6231,6230,42,12430,3,3,3,61495.0,1,0.164571342310674,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
6232,6231,36,0,3,1,16,220866.0,1,0.968405572795625,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
6233,6232,38,36304,0,1,16,10000.0,0,0.360667165107802,0,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
6234,6233,18,20700,0,1,10,0.0,0,0.410211265918231,0,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
6235,6234,37,12038,0,1,12,132018.0,0,0.12174419184124,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
6236,6235,49,10457,0,0,10,132502.0,1,0.81848533183656,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
6237,6236,33,22569,1,0,9,34819.0,0,0.924193649512967,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
6238,6237,40,38985,0,0,18,0.0,0,0.484640223118391,0,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
6239,6238,32,38726,0,3,8,161949.0,0,0.100122243898748,0,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
6240,6239,43,23282,0,2,16,51512.0,0,0.0377015256660292,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
6241,6240,37,40000,0,0,12,85989.0,0,0.205986910933069,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
6242,6241,30,20901,0,0,3,38241.0,1,0.411049771185437,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
6243,6242,53,20552,0,1,9,0.0,1,0.19856366756065,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
6244,6243,49,0,0,1,9,102673.0,0,0.0936698880842741,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
6245,6244,33,17611,0,3,7,41922.0,1,0.704670593642161,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
6246,6245,44,33725,0,0,7,54149.0,0,0.571789628702564,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
6247,6246,45,40000,1,3,13,59386.0,0,0.008197929137188,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
6248,6247,46,14543,5,1,14,36615.0,1,0.514131746276118,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
6249,6248,23,27753,1,0,13,18053.0,0,0.916429130248998,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
6250,6249,50,37176,1,4,10,0.0,1,0.840447446612239,0,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
6251,6250,34,0,3,2,8,52310.0,0,0.163979956491637,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True
6252,6251,36,7032,0,2,8,35992.0,0,0.164593337196845,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
6253,6252,66,24925,0,1,11,56906.0,0,0.694895540825119,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
6254,6253,43,32232,0,0,13,176292.0,0,0.54821041913246,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
6255,6254,36,13715,0,4,18,10209.0,1,0.0808789925206572,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False
6256,6255,18,19397,1,2,11,0.0,0,0.410154982527139,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
6257,6256,53,12360,0,4,13,0.0,0,0.864814250064907,0,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
6258,6257,26,6093,3,2,2,38578.0,1,0.764926179683414,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
6259,6258,29,36809,0,1,1,0.0,0,0.711658562231216,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6260,6259,36,21985,3,0,6,136997.0,0,0.300880175401554,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True
6261,6260,54,40000,3,2,12,91534.0,0,0.682509059168493,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6262,6261,47,33815,5,3,7,37620.0,1,0.69282987601789,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
6263,6262,38,18451,2,4,0,76295.0,1,0.708696038972251,0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
6264,6263,43,21129,0,1,9,23988.0,0,0.0489105921633911,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
6265,6264,33,29234,2,0,18,22916.0,1,0.745153551479223,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
6266,6265,41,0,0,2,15,57083.0,1,0.288831613838859,0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
6267,6266,40,0,3,3,2,46653.0,0,0.913704612689787,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
